frame_id,time_sec,logical_vehicle_id,raw_track_id,tracklet_id,source,class_name,confidence,x1,y1,x2,y2,center_x,center_y,association_status,vehicle_validity_status,purity_status,final_gate_status
9,0.18,lv_0010,mot_0011,mot_0011_tl01,detected,car,0.595847,786.67,201.90,828.31,245.08,807.49,223.49,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0001,mot_0001,mot_0001_tl01,detected,car,0.911063,1342.75,969.65,1434.41,1064.68,1388.58,1017.16,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0002,mot_0002,mot_0002_tl01,detected,car,0.917209,981.03,477.96,1041.93,538.89,1011.48,508.42,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0003,mot_0003,mot_0003_tl01,detected,car,0.823889,1184.26,579.14,1250.96,645.72,1217.61,612.43,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0004,mot_0004,mot_0004_tl01,detected,car,0.565581,1070.70,595.26,1139.91,665.39,1105.31,630.33,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0005,mot_0006,mot_0006_tl01,detected,car,0.841007,903.74,279.82,948.55,317.78,926.14,298.80,accepted,AUTO_KEEP,PURITY_REVIEW,REVIEW_ONLY_IF_UNCERTAIN
10,0.20,lv_0006,mot_0007,mot_0007_tl01,detected,car,0.776210,983.91,354.98,1034.67,400.66,1009.29,377.82,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0007,mot_0008,mot_0008_tl01,detected,car,0.800899,830.53,201.97,873.14,239.51,851.84,220.74,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0008,mot_0009,mot_0009_tl01,detected,truck,0.604900,1422.07,538.78,1509.62,668.38,1465.84,603.58,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0009,mot_0010,mot_0010_tl01,detected,car,0.791017,1465.22,335.63,1525.49,375.90,1495.36,355.76,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
10,0.20,lv_0010,mot_0011,mot_0011_tl01,detected,car,0.597812,786.69,201.91,828.32,245.06,807.51,223.49,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0001,mot_0001,mot_0001_tl01,detected,car,0.907557,1343.25,970.15,1435.10,1065.28,1389.17,1017.71,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0002,mot_0002,mot_0002_tl01,detected,car,0.921744,982.38,479.06,1043.45,540.17,1012.91,509.62,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0003,mot_0003,mot_0003_tl01,detected,car,0.865555,1182.77,577.24,1249.08,643.38,1215.92,610.31,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0004,mot_0004,mot_0004_tl01,detected,car,0.930543,1071.91,596.75,1141.05,666.82,1106.48,631.79,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0005,mot_0006,mot_0006_tl01,detected,car,0.827681,903.16,279.03,947.79,316.80,925.47,297.91,accepted,AUTO_KEEP,PURITY_REVIEW,REVIEW_ONLY_IF_UNCERTAIN
11,0.22,lv_0006,mot_0007,mot_0007_tl01,detected,car,0.831755,983.38,354.11,1033.86,399.52,1008.62,376.81,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0007,mot_0008,mot_0008_tl01,detected,car,0.806655,829.34,200.53,871.83,238.05,850.59,219.29,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0008,mot_0009,mot_0009_tl01,detected,bus,0.283600,1422.74,538.18,1510.54,667.29,1466.64,602.73,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0009,mot_0010,mot_0010_tl01,detected,car,0.802745,1465.15,335.65,1525.40,375.93,1495.28,355.79,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
11,0.22,lv_0010,mot_0011,mot_0011_tl01,detected,car,0.611316,786.72,201.91,828.34,245.04,807.53,223.47,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0001,mot_0001,mot_0001_tl01,detected,car,0.907462,1343.85,970.69,1435.86,1065.93,1389.86,1018.31,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0002,mot_0002,mot_0002_tl01,detected,car,0.914228,983.24,480.10,1044.47,541.44,1013.86,510.77,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0003,mot_0003,mot_0003_tl01,detected,car,0.911994,1181.19,575.42,1247.37,641.45,1214.28,608.43,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0004,mot_0004,mot_0004_tl01,detected,car,0.921736,1073.26,598.07,1142.39,668.14,1107.83,633.11,accepted,AUTO_KEEP,PURITY_PASS,AUTO_KEEP
12,0.24,lv_0005,mot_0006,mot_0006_tl01,detected,car,0.868061,901.88,277.68,946.82,315.62,924.35,296.65,accepted,AUTO_KEEP,PURITY_REVIEW,REVIEW_ONLY_IF_UNCERTAIN
