from_tracklet_id,to_tracklet_id,from_raw_track_id,to_raw_track_id,from_end_frame,to_start_frame,gap_frames,predicted_distance_px,size_ratio,link_cost,link_status,review_status
mot_0235_tl01,mot_0235_tl03,mot_0235,mot_0235,749,757,7,11.61,1.41,25.61,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0235_tl01,mot_0235_tl04,mot_0235,mot_0235,749,759,9,10.77,1.42,28.77,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0226_tl06,mot_0226_tl07,mot_0226,mot_0226,751,753,1,0.08,1.00,2.08,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0226_tl06,mot_0235_tl03,mot_0226,mot_0235,751,757,5,1423.07,1.82,1436.07,REJECT_DISTANCE,PENDING_REVIEW
mot_0226_tl06,mot_0235_tl04,mot_0226,mot_0235,751,759,7,1421.36,1.80,1438.36,REJECT_DISTANCE,PENDING_REVIEW
mot_0226_tl07,mot_0235_tl03,mot_0226,mot_0235,753,757,3,1423.00,1.82,1432.00,REJECT_DISTANCE,PENDING_REVIEW
mot_0226_tl07,mot_0235_tl04,mot_0226,mot_0235,753,759,5,1421.29,1.80,1434.29,REJECT_DISTANCE,PENDING_REVIEW
mot_0235_tl02,mot_0235_tl03,mot_0235,mot_0235,755,757,1,2.36,1.16,4.36,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0235_tl02,mot_0235_tl04,mot_0235,mot_0235,755,759,3,4.65,1.17,10.65,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0235_tl03,mot_0235_tl04,mot_0235,mot_0235,757,759,1,1.88,1.01,3.88,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0235_tl04,mot_0235_tl05,mot_0235,mot_0235,830,832,1,1.06,1.01,3.06,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl02,mot_0011_tl03,mot_0011,mot_0011,913,915,1,0.30,1.01,2.30,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl03,mot_0011_tl04,mot_0011,mot_0011,1035,1037,1,0.15,1.00,2.15,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl04,mot_0011_tl05,mot_0011,mot_0011,1124,1126,1,0.14,1.01,2.14,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl05,mot_0011_tl06,mot_0011,mot_0011,1144,1146,1,0.11,1.00,2.11,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0402_tl01,mot_0392_tl02,mot_0402,mot_0392,1298,1306,7,1161.37,2.48,1178.37,REJECT_DISTANCE,PENDING_REVIEW
mot_0392_tl01,mot_0392_tl02,mot_0392,mot_0392,1304,1306,1,1.42,1.01,3.42,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl01,mot_0011_tl07,mot_0420,mot_0011,1378,1387,8,411.24,1.66,430.24,REJECT_DISTANCE,PENDING_REVIEW
mot_0420_tl01,mot_0420_tl02,mot_0420,mot_0420,1378,1382,3,2.03,1.13,8.03,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl06,mot_0011_tl07,mot_0011,mot_0011,1385,1387,1,0.29,1.00,2.29,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0011_tl06,mot_0420_tl03,mot_0011,mot_0420,1385,1393,7,405.88,1.24,422.88,REJECT_DISTANCE,PENDING_REVIEW
mot_0011_tl06,mot_0420_tl04,mot_0011,mot_0420,1385,1396,10,404.72,1.20,427.72,REJECT_DISTANCE,PENDING_REVIEW
mot_0011_tl06,mot_0421_tl02,mot_0011,mot_0421,1385,1391,5,402.34,1.45,415.34,REJECT_DISTANCE,PENDING_REVIEW
mot_0011_tl06,mot_0424_tl01,mot_0011,mot_0424,1385,1390,4,408.90,1.58,419.90,REJECT_DISTANCE,PENDING_REVIEW
mot_0420_tl02,mot_0420_tl03,mot_0420,mot_0420,1390,1393,2,2.55,1.03,6.55,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl02,mot_0420_tl04,mot_0420,mot_0420,1390,1396,5,5.07,1.08,15.07,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl02,mot_0420_tl05,mot_0420,mot_0420,1390,1398,7,6.78,1.12,20.78,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl02,mot_0421_tl02,mot_0420,mot_0421,1390,1391,0,7.06,1.15,10.06,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl02,mot_0424_tl02,mot_0420,mot_0424,1390,1397,6,15.21,1.31,30.21,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0421_tl02,mot_0420_tl03,mot_0421,mot_0420,1391,1393,1,6.97,1.17,11.97,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0421_tl02,mot_0420_tl04,mot_0421,mot_0420,1391,1396,4,5.93,1.23,16.93,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0421_tl02,mot_0420_tl05,mot_0421,mot_0420,1391,1398,6,5.46,1.27,20.46,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0421_tl02,mot_0424_tl02,mot_0421,mot_0424,1391,1397,5,15.13,1.13,28.13,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl01,mot_0420_tl03,mot_0424,mot_0420,1392,1393,0,9.06,1.27,12.06,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl01,mot_0420_tl04,mot_0424,mot_0420,1392,1396,3,8.99,1.32,17.99,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl01,mot_0420_tl05,mot_0424,mot_0420,1392,1398,5,8.97,1.37,21.97,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl01,mot_0424_tl02,mot_0424,mot_0424,1392,1397,4,2.37,1.04,10.37,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl03,mot_0420_tl04,mot_0420,mot_0420,1394,1396,1,0.09,1.03,2.09,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl03,mot_0420_tl05,mot_0420,mot_0420,1394,1398,3,0.46,1.07,6.46,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl03,mot_0424_tl02,mot_0420,mot_0424,1394,1397,2,9.29,1.33,16.29,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl04,mot_0420_tl05,mot_0420,mot_0420,1396,1398,1,1.20,1.04,3.20,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl04,mot_0424_tl02,mot_0420,mot_0424,1396,1397,0,9.21,1.37,12.21,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0420_tl05,mot_0424_tl03,mot_0420,mot_0424,1402,1411,8,12.55,1.50,31.55,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl02,mot_0424_tl03,mot_0424,mot_0424,1409,1411,1,0.60,1.02,2.60,ACCEPT_CANDIDATE,AUTO_ACCEPT
mot_0424_tl03,mot_0424_tl04,mot_0424,mot_0424,1438,1440,1,1.21,1.01,3.21,ACCEPT_CANDIDATE,AUTO_ACCEPT
